Actual,Predicted,Object_0,Object_1,Object_2,Object_3,Object_4,Object_5,Object_6,Object_7,Object_8,Object_9,Object_10,Object_11,Object_12,Object_13,Object_14
49,49,0.039265227,0.029422801,0.019267395,0.019887438,0.07525426,0.08380333,0.055090547,0.030416217,0.0010567105,0.03970887,0.09377659,0.079737514,0.050424475,0.21087463,0.17201403
50,50,0.0038133767,0.15976009,0.17831278,0.1421749,0.14207825,0.0748628,0.06560158,0.0057758824,0.009014353,0.0033911066,0.08237326,0.047157273,0.0037266389,0.027981972,0.0539758
51,51,0.054088164,0.006262157,0.0044641597,0.0041605444,0.0022648938,0.0024095797,0.046473645,0.0243939,0.013114972,0.058814455,0.13700058,0.14246753,0.048084125,0.19901888,0.2569825
52,52,0.029446136,0.21816024,0.107901156,0.005714137,0.0014335607,0.0002727529,0.037452023,0.018710233,0.113100685,0.02389251,0.11842326,0.06464921,0.031023426,0.1266509,0.103169784
53,53,0.0062628523,0.117424935,0.130737,0.13389283,0.034829244,0.0076761222,0.24415283,0.038265705,0.019497575,0.00583227,0.08376571,0.04669085,0.0050600916,0.07253786,0.05337406
54,54,0.04807516,0.00037521863,0.00029793152,0.00013479675,0.00040685103,0.0043955315,0.0051981565,0.007774191,0.00231471,0.023315914,0.19412774,0.21781412,0.064543985,0.19316849,0.2380573
55,55,0.0056895376,0.093001194,0.09729856,0.07419962,0.01584078,0.13323706,0.037899353,0.0053776884,0.3751662,0.004042468,0.047323413,0.026073428,0.005474432,0.044878226,0.034497913
56,56,0.0045149503,0.07494839,0.007409116,0.005687206,0.0034412635,0.0083258655,0.15876935,0.14016762,0.09572821,0.0044652103,0.14535367,0.06669415,0.0057652253,0.17381106,0.104918696
57,55,0.016346859,0.12812455,0.1526673,0.077585265,0.057986807,0.0029171098,0.024240144,0.0066831084,0.2199351,0.011012715,0.07720399,0.032617446,0.018609691,0.10247887,0.071591035
58,58,0.0048575317,0.00081832206,0.0012797213,0.0032714093,0.099641986,0.05497198,0.0032302355,0.028962122,0.019214766,0.0050653117,0.021588875,0.67196065,0.0062203947,0.016887046,0.06202964
59,59,0.09789746,0.0021037867,0.0023047763,0.0008688269,0.0023751478,0.015826702,0.0066343285,0.07253942,0.12936264,0.063759685,0.16851464,0.031260017,0.108713835,0.1626103,0.13522844
49,49,0.0108094765,0.11125697,0.08789407,0.103278145,0.08856253,0.015169387,0.16227557,0.0585189,0.004423009,0.0085953865,0.06689486,0.05250941,0.011443533,0.13275547,0.085613236
50,50,0.002834325,0.09780443,0.10041287,0.1067513,0.027315337,0.006790065,0.12771659,0.11870464,0.015189674,0.0027080325,0.069459446,0.117299154,0.002869361,0.12660089,0.077543855
51,51,0.038825847,0.03928196,0.016916484,0.02028514,0.063323826,0.058781955,0.09565264,0.03053971,0.0012802954,0.03292183,0.1372564,0.17115466,0.03580202,0.13632542,0.12165184
