Actual,Predicted,Object_0,Object_1,Object_2,Object_3,Object_4,Object_5,Object_6,Object_7,Object_8,Object_9,Object_10,Object_11,Object_12,Object_13,Object_14
49,49,0.056549687,0.0038717217,0.0034209753,0.004515952,0.033695124,0.14110906,0.025935741,0.009085229,0.0009165671,0.05783388,0.14664698,0.10427562,0.07047739,0.08354214,0.25812387
50,50,0.0019740325,0.12806347,0.1350723,0.11675217,0.12677461,0.13517235,0.020800287,0.009330018,0.015003038,0.0020608306,0.12218888,0.050050113,0.002230278,0.054658394,0.07986921
51,51,0.03714367,0.008556677,0.007939917,0.0077769756,0.005090246,0.0012274723,0.025748625,0.028002614,0.00634873,0.05198097,0.19795653,0.11869799,0.03311212,0.18838736,0.28203005
52,52,0.0117926365,0.18656278,0.101680115,0.02358695,0.002217444,8.252967e-05,0.037892405,0.019121908,0.051886734,0.009246621,0.16212998,0.06130637,0.017442727,0.17779285,0.13725795
53,53,0.0021909918,0.1513253,0.18784836,0.10673756,0.020271134,0.006867525,0.18206608,0.022378316,0.01423925,0.0014453179,0.097711295,0.06141854,0.0022737489,0.084562644,0.058663916
54,54,0.03390586,9.212784e-05,5.2867446e-05,8.876746e-05,0.00015813965,8.972924e-05,0.0019275912,0.013832666,0.003639714,0.015985018,0.15827961,0.14374009,0.06502436,0.26733476,0.29584867
55,57,0.001745782,0.07346828,0.07431201,0.06077963,0.02740419,0.2931705,0.014486637,0.010284811,0.2993245,0.0008695733,0.051981177,0.026866712,0.0023475736,0.034520235,0.028438333
56,52,0.002851379,0.08017769,0.012338646,0.012878104,0.005542751,0.008729257,0.1255771,0.11005357,0.059026103,0.002681951,0.2120172,0.07423148,0.0034622229,0.16597416,0.12445846
57,55,0.004362924,0.108723894,0.11849319,0.075514086,0.052666046,0.010427672,0.012100523,0.0049525658,0.31063175,0.0017029787,0.10293826,0.03236829,0.008354201,0.051263873,0.10549984
58,58,0.00037806306,0.00028154647,0.00085644744,0.0031720381,0.04907028,0.024579039,0.0016385268,0.022545101,0.007571104,0.0004142963,0.0031070714,0.46620166,0.0008533396,0.060540453,0.35879108
59,59,0.14292337,0.00042336254,0.0005115233,0.0003828563,0.0015868793,0.00960246,0.003131615,0.07704654,0.14716844,0.08681506,0.20094566,0.034533206,0.1550426,0.06754432,0.07234206
49,49,0.014037411,0.090933055,0.07604179,0.08364222,0.06579908,0.01159758,0.08882423,0.030093573,0.0037570267,0.011213474,0.10941895,0.07563233,0.021322237,0.20590372,0.111783296
50,50,0.0009945412,0.12668043,0.12269846,0.077161595,0.005651616,0.0010566985,0.15889677,0.0656484,0.016010996,0.00080439344,0.09237236,0.124881975,0.0011110537,0.11198059,0.094050124
51,51,0.030970648,0.04484515,0.02613388,0.0123115275,0.09644941,0.17772979,0.03639173,0.019136373,0.01084607,0.02336468,0.11709858,0.14299196,0.030104462,0.12940146,0.10222435
52,52,0.013363807,0.050910942,0.065584876,0.009002978,0.012411526,0.005079004,0.012584487,0.15231442,0.41714552,0.004679362,0.07025978,0.03724799,0.024441272,0.07430507,0.050668906
53,53,0.0034761615,0.14468145,0.11827654,0.121689126,0.08800654,0.012861933,0.030039594,0.022385685,0.0343516,0.002855529,0.16178848,0.102229275,0.0059729493,0.09444361,0.05694151
54,54,0.015036308,0.00090371165,0.0004068984,0.00058398506,0.007838312,0.014297834,0.0049188784,0.04859662,0.031764925,0.008721994,0.08737949,0.31455433,0.0319329,0.17506234,0.25800148
55,57,0.0062066093,0.11882996,0.091737494,0.093200855,0.04508569,0.013880346,0.02645196,0.053907532,0.06587272,0.0046599247,0.17075202,0.12287797,0.011704017,0.12159886,0.05323408
56,56,0.004093436,0.035812948,0.051753312,0.005766417,0.018248819,0.020301456,0.013750737,0.055185582,0.52246267,0.0025195766,0.09608179,0.03790678,0.0077108126,0.061536405,0.066869155
57,57,0.0024098314,0.047456488,0.032923665,0.039315373,0.035689835,0.0038138197,0.011090305,0.14953005,0.46601465,0.0019773047,0.03811309,0.086533144,0.0046395925,0.052803908,0.027688952
58,58,0.008585914,0.26307318,0.3172486,0.14638409,0.03694735,0.010825699,0.16742381,0.02003219,0.005281789,0.008957847,0.0021805526,0.0016727173,0.007804088,0.0017625798,0.0018195795
59,59,0.14493778,0.0022082138,0.0008562044,0.0018686495,0.0069998484,0.02814655,0.013868976,0.0637363,0.11258202,0.12763213,0.15077715,0.022662861,0.15214358,0.11490962,0.056670103
49,49,0.056550577,0.0069152312,0.0034797261,0.015402445,0.046830464,0.11245551,0.02369129,0.008925134,0.002747328,0.057180952,0.16801056,0.12602626,0.06816788,0.087390214,0.21622646
50,50,0.01521843,0.08898259,0.07046151,0.109081216,0.09265318,0.017076096,0.03532004,0.048282895,0.043031573,0.018027509,0.08737676,0.107397646,0.018250339,0.14990968,0.09893053
51,49,0.14180957,0.08264149,0.051941033,0.03200004,0.002832183,5.8755e-06,0.06138101,0.0003615023,5.1765903e-05,0.11325443,0.09730719,0.081157684,0.115847446,0.1470398,0.0723689
52,52,0.013056925,0.16102344,0.054128557,0.012332868,0.0006067747,5.2304003e-06,0.032956723,0.053038783,0.12370475,0.0074515156,0.18799964,0.063398734,0.024091749,0.16357215,0.10263219
53,53,0.0065145055,0.19183213,0.18403691,0.15835111,0.06702539,0.0025114508,0.029618729,0.019011106,0.0030432334,0.0022376876,0.12223742,0.0643911,0.009861862,0.087779336,0.051548038
54,54,0.022265151,0.00070716365,0.0004463157,0.0001225304,0.0022328708,0.049528886,0.020517163,0.029461969,0.0123229185,0.0097829085,0.19207329,0.15903386,0.026839165,0.26740485,0.20726098
55,55,0.0011043798,0.052767824,0.06296849,0.03343031,0.0246289,0.5953244,0.04581766,0.008783928,0.050260298,0.0006380445,0.039684374,0.019430358,0.0013475126,0.040513646,0.023299845
56,56,0.0029619264,0.028246706,0.0037279234,0.013228653,0.009748233,0.017697793,0.14202705,0.051266894,0.025342252,0.0024083266,0.22498415,0.08905832,0.004237582,0.26043126,0.12463287
57,55,0.008797033,0.118731245,0.10726995,0.07649174,0.027184445,0.0042308066,0.023414697,0.045533195,0.21104242,0.0032765178,0.15592927,0.051275972,0.010926539,0.08971513,0.06618101
58,58,9.541786e-05,7.311268e-05,0.00024309914,0.00022220679,0.0056729265,0.0047662477,0.00033785205,0.017646011,0.0108075505,8.3393854e-05,0.006694025,0.103060834,0.00023599579,0.14328353,0.7067778
59,59,0.17487526,0.00056922773,0.00030889013,0.00046728287,0.0027771909,0.013278792,0.005928754,0.071702056,0.0862913,0.11144645,0.13004825,0.08535648,0.1763201,0.0815425,0.0590875
49,49,0.10468995,0.07666244,0.059503064,0.026670232,0.06568574,0.08420309,0.061493877,0.018472962,0.00017741391,0.05990359,0.10349366,0.0728308,0.09815464,0.096510544,0.071548015
50,50,0.034700323,0.09282951,0.10166548,0.036383044,0.051210765,0.04001929,0.1233927,0.02511407,0.05509484,0.021181088,0.09030496,0.07156919,0.04368487,0.10958929,0.10326053
