Actual,Predicted,Object_0,Object_1,Object_2,Object_3,Object_4,Object_5,Object_6,Object_7,Object_8,Object_9,Object_10,Object_11,Object_12,Object_13,Object_14,Object_15,Object_16,Object_17,Object_18,Object_19,Object_20,Object_21,Object_22,Object_23,Object_24,Object_25,Object_26,Object_27,Object_28,Object_29,Object_30,Object_31,Object_32,Object_33,Object_34,Object_35,Object_36,Object_37,Object_38,Object_39,Object_40,Object_41,Object_42,Object_43,Object_44,Object_45,Object_46,Object_47,Object_48,Object_49,Object_50,Object_51,Object_52,Object_53,Object_54,Object_55,Object_56,Object_57,Object_58,Object_59,Object_60,Object_61,Object_62,Object_63,Object_64,Object_65,Object_66,Object_67,Object_68,Object_69,Object_70,Object_71,Object_72,Object_73,Object_74,Object_75,Object_76,Object_77,Object_78,Object_79,Object_80,Object_81,Object_82,Object_83,Object_84,Object_85,Object_86,Object_87,Object_88,Object_89,Object_90,Object_91,Object_92,Object_93,Object_94,Object_95,Object_96,Object_97,Object_98,Object_99,Object_100,Object_101,Object_102,Object_103,Object_104
49,49,8.139711e-07,6.03638e-07,7.575015e-07,9.74679e-07,1.486313e-06,8.576874e-07,9.135295e-07,5.300522e-07,3.230008e-06,2.7318103e-05,0.00026151244,4.1979333e-06,0.00015391919,0.0012133972,1.4444001e-06,3.3205981e-06,3.65466e-05,0.0015477507,9.886812e-06,7.861464e-06,1.2397618e-06,0.0046810373,0.016246637,0.013563645,0.028542124,0.11052514,0.05572269,7.870315e-06,0.00036972482,0.011890609,6.136254e-05,8.0795806e-05,1.1552418e-05,0.030053774,0.020921186,0.015119605,0.10241785,0.11132763,0.055637866,5.340913e-05,0.0018686429,9.137687e-06,9.327514e-06,1.83176e-06,0.0046055694,0.016679129,0.010656405,0.032735243,0.20486756,0.06872489,2.8852102e-05,2.3035182e-06,3.2858643e-06,1.0152046e-06,7.62275e-05,0.00062537397,0.0014987986,0.0002616419,0.0133241275,0.015122769,1.1198606e-06,1.5051158e-06,7.5498156e-07,8.714587e-06,6.297294e-05,0.0005008415,1.4394504e-05,0.0012680435,0.0045594205,1.9214922e-06,7.955645e-07,7.205858e-05,0.00091518596,0.0019297296,0.00017027553,0.0044000163,0.005753109,1.0535498e-06,9.554343e-05,0.00097295974,0.0015335123,0.00019147224,0.004220729,0.0035057548,4.089709e-05,0.0009124608,0.0013969833,0.00011306649,0.005100979,0.0057690972,4.3351512e-05,0.00032812048,4.983012e-06,0.0003012106,0.0019184722,0.0001089381,1.3248697e-06,1.6125001e-05,0.00051298126,7.747644e-07,1.9707356e-06,2.6766204e-05,0.00015442526,0.001124464,0.00032553912
50,50,1.6401894e-07,8.265091e-08,2.5672972e-07,1.8566692e-06,9.0619615e-06,2.6048258e-07,2.3409407e-06,1.4692905e-05,7.943906e-06,6.855786e-06,1.4867759e-05,1.2969487e-05,1.634239e-05,4.828655e-06,0.0003304629,0.0020258508,0.0011028653,0.0012998821,0.018130703,0.18516937,0.14477958,0.003223391,0.0024748924,0.0007322759,0.006992928,0.0048468523,0.00022911333,0.0044525405,0.0018788833,0.0019907162,0.0374789,0.24416552,0.10548339,0.004344572,0.0033537115,0.00085819396,0.007745266,0.004114841,0.00020964893,0.00069618865,0.0008150677,0.0043924823,0.042873252,0.081749305,0.006955419,0.0024908315,0.00040642518,0.01984662,0.0066300845,0.0002065146,0.0001469695,9.384033e-05,0.0017685144,0.0123811485,0.0015702159,0.0004126062,0.00012022501,0.0077191144,0.0013693892,0.000108422675,6.3402567e-06,5.3577227e-05,0.00052323466,0.00023524932,0.00029345008,0.000108377506,0.00096997194,0.00040203624,7.992361e-05,0.008748508,0.0062057395,0.00039575418,0.00022683288,0.00012446403,0.00053866935,0.00032269047,4.8939e-05,0.00012172876,4.1337793e-05,1.7064252e-05,2.4887348e-05,5.0967774e-05,2.9460552e-05,8.471984e-06,7.012518e-06,5.3134513e-06,9.61319e-06,1.120981e-05,1.0240881e-05,3.1766942e-06,1.0423432e-05,1.8913572e-05,2.3919323e-05,2.5875339e-05,6.6257585e-06,4.182924e-06,3.0556276e-07,2.0037778e-06,3.5982005e-06,4.830493e-08,1.0655057e-07,1.0695684e-06,1.3217923e-05,3.7964653e-06,2.1704986e-06
51,51,2.6584635e-07,1.5602569e-07,4.5368773e-07,3.9701987e-07,6.579945e-08,5.8263885e-07,2.4715695e-07,1.1134713e-07,0.0017599213,0.00054690364,0.00064109627,0.002740792,0.0041469913,0.0039186385,6.8081176e-06,0.00037720252,0.0013957353,6.2352774e-06,0.0007811808,0.00017784172,8.791177e-05,0.01650445,0.017599642,0.025010068,0.018031806,0.032326274,0.038782183,0.0015809117,0.001918523,0.000121768324,0.0037789834,0.0017195693,0.0050741956,0.023834899,0.01454294,0.020098167,0.030474398,0.02486515,0.031010382,0.0012809648,6.275456e-06,0.0005874693,0.00021737402,2.4456e-05,0.02183085,0.038617484,0.033317927,0.025294708,0.062398233,0.050778825,4.417908e-06,4.5461376e-05,3.7299378e-05,9.4871524e-07,0.018886296,0.026691452,0.017822526,0.01827363,0.052428104,0.030763658,6.650049e-07,1.9314514e-06,5.1522636e-07,0.0020946295,0.00096638093,0.0033132702,0.0016045431,0.002760832,0.007955061,1.1888144e-06,5.4438993e-07,0.0087988265,0.010650948,0.01800372,0.006936675,0.016541867,0.030400526,7.4206326e-07,0.023337115,0.014071592,0.019945573,0.018377388,0.019463925,0.01913835,0.0033000195,0.002862735,0.007467958,0.0015839315,0.002509127,0.005223573,0.0006573831,0.0008239834,0.0057736593,0.0059457594,0.006179228,0.00022664775,3.946825e-06,0.00063605927,0.0011282869,6.1506654e-07,1.6184758e-05,0.00036204912,0.0037192926,0.0034060497,0.00063444057
52,56,1.3167208e-07,9.333388e-08,1.2250503e-07,8.088567e-08,3.6380644e-08,3.264583e-07,8.013996e-06,7.87783e-05,4.1963895e-06,6.406014e-06,1.8918714e-05,1.7043585e-05,3.217841e-05,7.5274445e-05,8.818857e-05,8.589802e-05,0.00012358231,0.00052960904,0.005289796,0.017995866,0.013082429,0.00045923624,0.00072160404,0.0006757414,0.0019004694,0.0007806524,0.0006569766,0.00034348198,0.0012311371,0.011380919,0.00875547,0.021674918,0.01666929,0.0021927005,0.0029559142,0.0027827811,0.0042104824,0.0017737531,0.0016743399,2.1696515e-05,2.1502416e-05,0.009329634,0.054681238,0.040616583,0.0024733131,0.0008300045,0.0005279529,0.0064361766,0.0012367561,0.0008119885,3.1095262e-06,0.0058371085,0.12525162,0.084739596,0.02462475,0.001893321,0.00084477745,0.03475849,0.0034013262,0.0012692894,0.023721343,0.23893888,0.14323378,0.021250557,0.0020883156,0.0018995034,0.038314715,0.0052002086,0.0024795409,0.0018415414,0.0010293042,7.440244e-05,6.4805165e-05,0.00016492001,0.0001812645,0.00015751958,0.00022717802,0.00010809212,1.868932e-05,1.2058783e-05,3.8835085e-05,3.688545e-05,2.3192297e-05,9.273531e-05,6.1960445e-06,9.364515e-06,2.6888762e-05,1.1875055e-05,2.1967324e-05,8.549159e-05,9.474033e-06,2.9196857e-05,7.6147306e-05,0.0001584877,0.00020548266,6.7960023e-06,3.267112e-07,8.917001e-05,0.000100571495,5.069174e-08,2.9823806e-07,1.6551568e-05,1.3133335e-05,4.2598745e-05,4.631193e-06
53,53,5.5643676e-07,2.9600986e-07,8.701159e-07,2.5845427e-06,6.998189e-05,9.757316e-07,4.954945e-07,1.9165932e-07,5.4685792e-05,4.365394e-05,6.52084e-05,0.00011076276,7.930214e-05,0.00020674626,0.0059839683,0.017989222,0.014715094,0.012514875,0.19793442,0.029728424,0.0013108253,0.007360066,0.0050157416,0.0038253174,0.011064263,0.004660888,0.002602692,0.036869623,0.026826777,0.022298986,0.24464843,0.05944707,0.015470529,0.014086291,0.0122023355,0.0072652227,0.018323345,0.008233746,0.0038216307,0.00366476,0.004559541,0.087153986,0.0074918787,0.0001281642,0.0030401547,0.0018667505,0.0013845433,0.005632601,0.0020779837,0.0015951961,0.0045259977,0.002267088,8.497547e-05,2.9341302e-06,0.0020774784,0.0006482722,0.0005922807,0.008983172,0.0018223131,0.001512961,5.6829335e-06,1.4383103e-06,3.6755222e-07,0.00023922134,8.973024e-05,0.00014400027,0.0008745789,0.0002608871,0.00063169585,0.0007849625,1.5202984e-05,0.0014596633,0.000872517,0.0009161035,0.0015993897,0.0007979469,0.00094281684,1.9073852e-05,0.0020865446,0.0013043459,0.0009433916,0.005157701,0.0014985194,0.0011637517,0.014975244,0.0028407087,0.0013984678,0.025067806,0.0044249347,0.0019925542,5.3689742e-05,9.402142e-05,0.00020211075,0.00012857518,0.0002879666,3.5257228e-05,6.2757176e-06,0.0001179186,0.00016194246,4.934789e-07,1.4427882e-05,0.00014760645,6.257923e-05,0.0001739667,5.479887e-05
54,54,2.4607053e-07,1.7412277e-07,2.969542e-07,2.471128e-07,1.7016482e-07,1.8027748e-07,4.1601086e-07,5.656382e-07,3.6190681e-06,2.2342909e-05,0.000119387696,6.0191005e-06,0.00055659836,0.0015340117,1.3251976e-06,7.2143703e-06,9.715735e-05,0.007176667,0.00028069876,0.010933106,0.03612551,0.0056171194,0.013137219,0.014208291,0.02468913,0.05015478,0.045004223,3.6624322e-05,0.0011224643,0.031431466,0.001135584,0.039271276,0.08137834,0.02670834,0.01778807,0.0127004655,0.057248108,0.07140821,0.0472328,0.000105999636,0.010898398,2.947335e-05,0.02643363,0.066410765,0.007038603,0.020788092,0.02767654,0.027943185,0.0445623,0.04716438,1.2269196e-06,3.0673664e-07,2.3445555e-05,0.00089505763,0.00019978428,0.001772613,0.012129126,0.002148375,0.01558241,0.029109886,6.8430086e-07,1.4534787e-05,0.0012357344,2.440809e-05,0.00014140681,0.0021754787,0.0001304171,0.0022047234,0.007079007,0.0001313475,0.0012376204,0.0007182634,0.0017359917,0.00632855,0.00071676617,0.0047406107,0.0137905115,0.00035354684,0.00018623611,0.00019001127,0.0013192543,0.00018234125,0.00075627666,0.006049299,3.5000536e-05,2.6456702e-05,0.00017180221,3.3006763e-05,6.0283695e-05,0.00047699636,5.5609242e-05,0.00027028233,1.04990895e-05,0.0028100507,0.0049321074,2.737586e-05,5.0467963e-07,4.91541e-05,0.00042634952,3.7942715e-07,7.25477e-07,4.6711175e-05,0.00025881437,0.00077825907,3.4555836e-05
55,57,7.7650476e-08,4.290541e-08,1.0498817e-07,8.0122085e-08,5.4228003e-08,1.222793e-07,2.3400428e-07,1.2153778e-07,4.87165e-06,3.9524766e-06,9.301756e-06,7.63179e-06,1.1128636e-05,2.516262e-05,0.0003867659,0.00077446224,0.0019951272,0.12770818,0.021516204,0.03838964,0.17379604,0.0006350331,0.00056512834,0.00035089382,0.0011822446,0.0008100569,0.00041419276,0.0018409892,0.0042054607,0.16884542,0.021541284,0.047157425,0.26473916,0.001196581,0.001106093,0.0006552463,0.00193974,0.0010555496,0.00052888173,0.00046309546,0.015954033,0.010742554,0.018079236,0.027642177,0.0007820411,0.00035226485,0.00013051376,0.0032424827,0.0012102138,0.00031359872,8.065287e-05,0.0010439144,0.002549773,0.00048633787,0.00019944349,6.148974e-05,4.874632e-05,0.0005161575,0.00019061254,9.0828726e-05,1.130587e-05,8.495211e-05,4.982638e-06,0.00013803865,3.6995578e-05,3.8662187e-05,0.00015738055,0.00010028993,7.524911e-05,0.002364329,0.028032476,9.795924e-05,0.00012844939,0.0001255457,0.00012151676,0.00012896174,0.00015624252,5.810223e-05,2.1527656e-05,2.7274587e-05,4.0846273e-05,1.8950768e-05,3.0795974e-05,5.78602e-05,2.1626736e-05,2.1240034e-05,2.8450944e-05,2.515446e-05,4.2192056e-05,5.310897e-05,5.1580214e-06,1.1775972e-05,1.2014338e-05,1.754762e-05,3.433682e-05,3.4269215e-06,3.3597527e-07,1.4034038e-05,1.7082364e-05,4.2764473e-08,1.0646249e-06,1.5232498e-05,7.66028e-06,2.4086183e-05,6.799854e-06
56,56,4.8759297e-08,3.3017496e-08,5.836614e-08,1.2989464e-07,6.985899e-08,1.07282375e-07,8.4483645e-07,3.7387401e-06,1.9252434e-06,4.2685215e-06,9.267398e-06,4.207995e-06,0.00013546467,0.00018138536,4.212299e-06,2.3012097e-05,0.0001110325,0.0044914233,0.0005238763,0.012290037,0.014155044,0.001448335,0.0005816999,0.0003535824,0.0040168217,0.0011035977,0.00056066725,8.420406e-05,0.0012751062,0.038109124,0.004287822,0.024381187,0.03202314,0.0043837484,0.0015810796,0.0006883876,0.0066295485,0.001659568,0.00074196135,2.0154639e-05,7.907954e-05,0.00023412156,0.027865069,0.02417737,0.0041315416,0.0007039966,0.0004940407,0.017915603,0.0035534992,0.00090211,1.2867631e-06,2.2445562e-05,0.030346135,0.03077796,0.050769247,0.0026196185,0.0014439852,0.15704079,0.028126502,0.004281889,7.686446e-06,0.10419002,0.18303278,0.026419444,0.002090536,0.002604733,0.108673625,0.020333696,0.0048568095,0.0012381604,0.00076820207,0.00016700888,0.0001273358,0.0001089137,0.00058189797,0.0006332719,0.0003341406,5.1063285e-05,4.1146803e-05,1.5473655e-05,3.3302957e-05,0.00012930913,0.00015052842,0.00019362103,1.2586929e-05,7.2429834e-06,2.5312003e-05,3.573597e-05,0.000116873765,0.00020343083,5.8114206e-06,1.572838e-05,7.870354e-06,0.00061707554,0.00047444875,3.1947775e-06,7.917027e-08,4.06864e-05,0.00015399774,2.8055599e-08,1.01445316e-07,1.2704391e-05,4.054676e-05,7.9271704e-05,8.419783e-06
57,55,1.5432157e-07,9.035039e-08,2.4802077e-07,1.8130918e-07,9.22817e-08,1.8236526e-07,1.3122907e-07,1.4849454e-07,1.3891745e-05,9.434864e-06,2.6227137e-05,1.821039e-05,3.5638062e-05,4.594572e-05,0.0006678841,0.0019788167,0.0007714215,8.003407e-05,0.04663443,0.033234604,0.16787691,0.0040141856,0.0014964266,0.0007761553,0.007224245,0.0028539468,0.0010262608,0.0052531245,0.002733044,0.00036168107,0.090160616,0.1116296,0.38486198,0.0066210763,0.0023701102,0.0012783415,0.009631455,0.004172218,0.0013232671,0.00017988682,9.606273e-06,0.010603298,0.0054625394,0.0054259794,0.0041432255,0.00086750364,0.0003284349,0.012304734,0.0026749475,0.0006682268,4.4097274e-06,0.0013991556,0.0006232124,0.00017682287,0.0009056158,0.00023566121,0.00014134825,0.002549047,0.00088589685,0.0004088893,1.7757637e-06,1.05669105e-05,5.4786307e-07,0.0139154205,0.0010368124,0.0001988293,0.025529847,0.0069119805,0.0011462674,0.00054399506,0.0037919995,0.00040916115,0.00028154752,0.00024837785,0.0005917757,0.00042650846,0.00035595114,0.00012434696,0.00063217833,0.0004035629,0.00022323958,0.00079699897,0.0005584597,0.00035212171,0.00032602044,0.00016764467,0.00014754955,0.00037175865,0.00056835986,0.00034193313,1.2477918e-05,3.367994e-05,3.1713058e-05,5.746415e-05,6.431648e-05,8.633612e-06,1.1072311e-06,3.3714357e-05,3.7583402e-05,1.0637699e-07,1.6792692e-06,2.6285481e-05,2.7461123e-05,4.1380325e-05,2.600743e-05
58,58,0.0001175975,0.000117754615,0.00016027108,0.0006589281,0.0026469347,0.0001098991,0.00055095745,0.0024053175,0.00060726586,0.0027940995,0.020873211,0.0006853821,0.0044392794,0.00951581,0.0025566746,0.015096321,0.033729848,0.0075167785,0.025116436,0.0066257315,0.00038912558,0.0003922718,0.00027642018,0.00083401403,0.00033903582,0.00025299302,0.0005807472,0.030712288,0.0047003645,0.0018032219,0.049447216,0.005313557,0.0002734777,0.00029900236,0.00022251224,0.0005480166,0.00026760768,0.0002071113,0.00044075708,0.022664962,0.012121791,0.0088111665,0.045989856,0.0011300578,0.000588001,0.00044261807,0.0015147132,0.00054137787,0.00034936453,0.00081753964,0.013667007,0.00024958863,0.07081419,0.043464985,0.0025717483,0.0019462329,0.01889163,0.0069302386,0.002387341,0.001898706,0.00012929014,0.0032719336,0.03690915,0.0033859005,0.008610735,0.22773154,0.006122251,0.020279553,0.017927904,0.003637193,0.00060983794,0.0006326947,0.00044416822,0.0018047049,0.000522917,0.00050508865,0.0014621916,0.0063905874,0.0019117227,0.0021160357,0.011492191,0.0024494433,0.013650541,0.008368284,0.0010529221,0.0032929445,0.016210018,0.00092879287,0.008721746,0.014555281,0.004383712,0.0323228,0.001048543,0.005699343,0.011560232,0.0044702073,0.00019447772,0.0005101377,0.0018962811,0.00014100023,0.00021118893,0.00035921298,0.007012371,0.011212066,0.0024335175
