Actual,Predicted,Object_0,Object_1,Object_2,Object_3,Object_4,Object_5,Object_6,Object_7,Object_8,Object_9,Object_10,Object_11,Object_12,Object_13,Object_14,Object_15,Object_16,Object_17,Object_18,Object_19,Object_20,Object_21,Object_22,Object_23,Object_24,Object_25,Object_26,Object_27,Object_28,Object_29,Object_30,Object_31,Object_32,Object_33,Object_34,Object_35,Object_36,Object_37,Object_38,Object_39,Object_40,Object_41,Object_42,Object_43,Object_44,Object_45,Object_46,Object_47,Object_48,Object_49,Object_50,Object_51,Object_52,Object_53,Object_54,Object_55,Object_56,Object_57,Object_58,Object_59,Object_60,Object_61,Object_62,Object_63,Object_64,Object_65,Object_66,Object_67,Object_68,Object_69,Object_70,Object_71,Object_72,Object_73,Object_74,Object_75,Object_76,Object_77,Object_78,Object_79,Object_80,Object_81,Object_82,Object_83,Object_84,Object_85,Object_86,Object_87,Object_88,Object_89,Object_90,Object_91,Object_92,Object_93,Object_94,Object_95,Object_96,Object_97,Object_98,Object_99,Object_100,Object_101,Object_102,Object_103,Object_104
49,49,0.023911815,0.026365038,0.021578792,0.03087391,0.014130329,0.041057043,0.011728534,0.0016861871,0.019327477,0.0023666227,0.0012398093,0.024938622,0.00973929,0.012936748,1.1085585e-06,1.6314922e-06,2.244404e-06,5.961786e-07,9.607435e-07,6.1657397e-07,2.0099098e-07,1.5825034e-06,3.7047946e-07,4.5113643e-07,1.2202172e-06,1.1166757e-06,2.6038422e-06,3.1477106e-07,3.6549756e-07,1.2879552e-07,1.2121625e-07,9.004179e-08,5.22615e-08,2.7495537e-07,1.3349819e-07,1.4453082e-07,2.1651793e-07,3.4592472e-07,6.5198265e-07,7.1838775e-05,7.773993e-06,2.2771526e-05,9.886564e-06,1.4991516e-06,3.141515e-05,4.662744e-06,1.3687833e-05,2.199144e-05,1.1044974e-05,4.916952e-05,0.0008565946,0.008188546,0.0018195311,0.00012327077,0.0026904573,0.00048577893,0.00028139568,0.0029678522,0.0011697289,0.0026015826,0.02732413,0.014284416,0.001693838,0.028288687,0.004987458,0.0028279582,0.035940602,0.013650147,0.019658687,4.7476397e-06,1.0460586e-06,1.1499795e-05,2.8319862e-06,5.1770157e-06,9.305937e-06,7.277683e-06,2.2015782e-05,4.56126e-06,0.000121238285,8.676537e-06,1.1042604e-05,9.793235e-05,1.8561863e-05,0.00011413682,5.5242093e-05,3.804568e-06,5.569955e-06,5.3572e-05,1.2908057e-05,6.272047e-05,0.0034448314,0.0017122052,0.037375517,0.013239648,0.018245807,0.0022263,0.11217844,0.057812147,0.02288858,0.09994718,0.11879638,0.06335697,0.010179286,0.01156918,0.014409533
50,50,0.019332316,0.024097044,0.0053098476,0.000682062,0.002759377,0.020635879,0.06365905,0.047422618,0.00021260548,7.408191e-05,8.5378655e-05,0.0005881138,3.63473e-05,9.705613e-06,0.00020144119,8.05169e-05,1.8241204e-05,2.4522382e-05,0.001484045,0.020026252,0.028959146,1.1936867e-05,1.0637286e-06,5.363264e-07,3.9690338e-05,7.292728e-06,4.279696e-07,1.8372371e-05,6.4798382e-06,7.04257e-06,0.0002223234,0.0032321364,0.002961077,3.5615992e-06,5.2079645e-07,2.7781454e-07,8.723035e-06,1.6467308e-06,1.5214317e-07,9.613397e-05,8.753398e-05,0.006749127,0.06716782,0.112038754,8.864008e-05,4.101487e-06,1.986793e-06,0.00059059955,2.0297492e-05,8.898861e-07,0.0016630393,0.0051638256,0.038011156,0.220547,0.0028239628,0.00016357495,0.000101976344,0.016780475,0.00030102537,1.1727865e-05,0.004804091,0.021875415,0.15293208,0.013606153,0.00052859524,0.00028069704,0.031009486,0.0006888667,1.6171987e-05,0.024910811,0.014663917,2.0378722e-05,5.0995172e-06,2.4709655e-06,4.144793e-05,2.412367e-05,1.8766912e-06,0.0026713652,4.0460694e-05,3.3950597e-05,1.6823169e-05,6.01193e-05,4.0462044e-05,5.6871163e-06,8.029038e-05,6.9540096e-05,4.0809195e-05,0.000111268986,3.1292268e-05,8.401063e-06,0.00012897929,0.000120928176,0.0011701657,3.8755126e-05,9.909979e-06,0.0003064244,0.009839899,0.00012419892,2.169968e-05,0.0038284026,0.000996142,9.352666e-05,3.717864e-05,1.122983e-05,1.4969116e-05
51,51,0.008122792,0.0059582624,0.020685904,0.026026977,0.008836108,0.011449942,0.0029271608,0.0018587776,0.058962468,0.0035084537,0.0032830937,0.045395117,0.013414224,0.027234944,0.0002580011,0.000108684435,0.00012595681,4.632124e-05,0.00038884697,1.6146165e-05,1.0154601e-05,5.4580116e-05,3.9126594e-06,6.0880016e-06,0.00011713311,4.8202444e-05,0.0001264855,9.859887e-06,7.227681e-06,5.611954e-06,0.00013906136,2.0779307e-06,1.4663467e-06,8.261091e-06,1.2774074e-06,1.6823616e-06,1.883605e-05,1.0707115e-05,2.0363188e-05,7.0758535e-05,7.2167572e-06,0.00063606515,2.7087255e-05,6.503328e-06,0.00030779903,2.8600653e-05,2.9489938e-05,0.00064492493,0.00039831278,0.00086992705,0.00020874645,0.0035819497,0.00021371692,1.7589122e-05,0.027655734,0.0057683843,0.004195176,0.024151128,0.047037393,0.030754773,0.0017431881,3.607945e-05,2.1175342e-06,0.0013090686,0.00010639552,9.826174e-05,0.0012843956,0.0017820727,0.0012287984,0.00018902964,0.00012500928,0.000945582,8.653153e-05,8.362317e-05,0.0016447186,0.0011579812,0.0032360218,0.005394368,0.0050778585,0.00043951845,0.00047042637,0.005426723,0.007116081,0.0061900187,0.025541855,0.0011678573,0.0012404632,0.021228211,0.015050313,0.007855057,0.0047302716,0.0043522725,0.047951948,0.01681928,0.038807426,0.008231535,0.049850967,0.048054587,0.049755927,0.04891922,0.054320514,0.0701665,0.011201476,0.018802552,0.024965532
52,56,0.043877274,0.029358314,0.0021348924,6.905333e-05,1.0308779e-05,0.08650471,0.049772575,0.016374003,0.000480318,0.00020069358,0.00030104036,0.003861001,0.0025434617,0.0013287048,1.09076655e-05,2.3658895e-06,4.3630078e-07,8.5772065e-08,2.7611677e-05,1.1241169e-05,2.168334e-05,3.4827818e-07,8.979274e-08,2.3244841e-07,8.9872975e-07,1.9467682e-06,3.5592398e-06,3.1785027e-07,7.373059e-08,1.9460161e-08,8.055182e-06,1.6448193e-06,1.9175113e-06,6.862544e-08,2.7870131e-08,6.3352054e-08,1.9110259e-07,2.7415356e-07,5.992068e-07,1.197819e-06,6.3294316e-08,0.0011016862,0.00046002655,0.00039408883,2.4762194e-06,6.432433e-07,1.2090075e-06,1.2353617e-05,1.747034e-05,1.1251916e-05,3.8055703e-07,0.051156126,0.03820092,0.020795245,0.0008019043,4.0987565e-05,1.4024913e-05,0.008876741,0.0041352673,0.00016700604,0.23194613,0.113339506,0.042398997,0.010764341,0.00036689005,4.7907986e-05,0.04094403,0.017924193,0.00031352273,6.0728864e-05,6.607337e-05,3.345172e-06,5.643169e-07,1.0806974e-06,5.9788063e-06,8.694127e-06,1.0549552e-05,0.00064603845,1.730954e-05,4.6142554e-06,1.3033891e-05,4.420315e-05,0.00010414289,7.417538e-05,6.65469e-05,2.3582497e-05,5.257189e-05,0.0005100526,0.00070291595,0.0006268508,0.00034717872,0.0004167567,0.012617308,0.007813746,0.0021786257,0.0010042826,0.051535763,0.030858977,0.007413843,0.019255077,0.023423214,0.014236872,0.0013916421,0.0013003276,0.0020156968
53,53,0.05570489,0.051848046,0.018780638,0.0056176144,0.0017319436,0.110291325,0.0047998386,0.00031933945,0.0014377114,0.0004495547,0.00031150345,0.004258574,0.0018613364,0.0013657953,0.0008269404,0.0015607387,0.0015468888,7.662188e-05,0.035931397,0.0035350434,0.0009095113,0.00010477655,5.1190805e-06,2.4432936e-06,9.758874e-05,1.099143e-05,1.1665021e-05,0.00068142376,0.00066472765,4.0344134e-05,0.012199117,0.002093102,0.00030590963,2.8706527e-05,1.5370488e-06,8.335783e-07,3.7369704e-05,3.2201322e-06,2.633592e-06,0.0011027224,9.594309e-05,0.10060942,0.010561806,0.0051026987,0.00010017671,1.3542686e-05,8.185597e-06,0.00019636199,3.423969e-05,4.8164333e-05,0.00079085905,0.13235989,0.017410602,0.0018709379,0.0010207184,0.0002760007,0.00020036669,0.0027570317,0.0012060737,0.001254233,0.11378074,0.024004987,0.0023871788,0.0044695796,0.0010643927,0.00055750593,0.009999259,0.0041857255,0.0027977834,0.0048757554,0.0014443878,0.000117241136,1.6017224e-05,8.4916965e-06,0.00010620398,3.0868443e-05,4.9438066e-05,0.0028579752,0.00013154901,7.7252735e-05,6.6074615e-05,0.0005865552,0.0002829002,0.00035226202,0.00017665612,6.88532e-05,4.6978934e-05,0.0013086001,0.00013146624,9.204417e-05,0.0007363185,0.00044296376,0.0069279163,0.002976581,0.0019386972,0.0011631984,0.068236515,0.045423098,0.005263448,0.020523548,0.041872986,0.027603062,0.0012468828,0.0010739847,0.0020193346
54,52,0.012822185,0.006183579,0.0008078683,0.00012363392,0.00031226192,0.22032301,0.039601713,0.011219249,0.0006297952,0.0005182891,0.0004723219,0.0055046063,0.0033762841,0.0026662464,2.898887e-07,3.303014e-07,9.248591e-08,4.5942002e-08,1.6860558e-07,5.5520445e-07,1.0677442e-06,1.5561616e-07,2.2952169e-07,6.626373e-07,1.0943453e-07,8.50457e-07,1.8913795e-06,8.604832e-08,4.8104763e-08,2.9718223e-08,6.688297e-08,1.5079529e-07,1.8892008e-07,4.0650995e-08,8.972526e-08,1.9575383e-07,2.6879947e-08,2.2442518e-07,4.8421737e-07,3.5580288e-07,1.231617e-07,2.822009e-06,1.2278231e-05,2.5669031e-05,7.083709e-07,6.561452e-07,1.0708686e-06,4.5081364e-07,1.5123923e-06,2.600788e-06,7.0368633e-06,8.956518e-05,0.00037933202,0.0014070729,7.152836e-05,2.735369e-05,1.6520544e-05,2.6954482e-05,0.00012306642,0.00010264842,0.0013635217,0.0032602737,0.0056284573,4.429107e-05,2.4665804e-05,2.8541102e-05,7.87002e-05,0.00025475162,0.00020771571,4.820346e-06,6.9677076e-06,6.6350873e-07,9.57609e-07,3.7527932e-06,8.0816295e-07,9.260215e-06,2.1344295e-05,0.0005374772,2.3534523e-05,2.5054973e-05,2.5054234e-05,6.570669e-05,0.00013716606,9.857791e-05,7.0959914e-06,2.5615378e-05,4.3032534e-05,3.0457823e-05,0.00011732256,0.00022596234,0.0007203066,0.00047701612,0.008310272,0.0046255225,0.0032598665,0.006031466,0.18064675,0.05378798,0.016187182,0.19895187,0.13088,0.06257523,0.003280756,0.0024263305,0.00866944
55,57,0.009167062,0.008822735,0.0028209635,0.00030036218,0.004581785,0.011650867,0.004182949,0.037099507,0.0001394484,4.5747158e-05,4.0843446e-05,0.00035945713,0.00033885558,0.00025052295,1.7669492e-05,1.22638485e-05,0.000995931,0.09059576,0.0006592873,0.0028257254,0.073589765,2.0575142e-06,3.139751e-07,1.7520202e-07,4.6035725e-06,7.6589055e-07,5.5566204e-07,2.6468583e-06,7.992093e-05,0.031261303,6.032288e-05,0.00034848505,0.027598673,4.980191e-07,1.1253037e-07,5.7555415e-08,1.0982559e-06,2.2874896e-07,1.8716726e-07,0.00042946576,0.049454525,0.0033621842,0.0031690507,0.08028636,1.02197655e-05,1.0604961e-06,6.0255604e-07,3.5536606e-05,2.7171468e-06,2.5005927e-06,0.010775979,0.016603997,0.019541437,0.0962082,0.0001225651,2.8890727e-05,1.4326039e-05,0.00023277222,0.0001404005,0.000117950236,0.02656585,0.02287418,0.0010119263,0.010704954,0.0012349702,0.00021942412,0.01756226,0.005435541,0.0017245157,0.0120687885,0.2373128,6.19541e-06,1.515645e-06,9.0177554e-07,1.0215079e-05,2.9487965e-06,2.9656474e-06,0.027398122,4.089497e-05,2.1475971e-05,1.15168095e-05,6.304865e-05,9.7099764e-05,0.00014058163,0.0038674464,0.0004925951,8.750342e-05,0.0075218016,0.0017633167,0.0009513649,6.252585e-05,5.121382e-05,0.00054623466,0.00054355606,0.00031352093,0.00015585059,0.0062196557,0.0077864085,0.001349008,0.002322279,0.0063225194,0.005875091,0.00023972678,0.00020829255,0.000407048
56,56,0.0011726286,0.00010300984,8.5043015e-05,3.0114083e-05,1.697344e-05,0.032628685,0.07895747,0.011690906,0.00035418643,0.00014026665,8.5771746e-05,0.00419679,0.0033742648,0.0009579988,1.6568354e-06,6.763667e-07,2.3586621e-07,1.6557028e-08,0.00027486825,7.794495e-05,1.9496256e-05,9.789426e-07,3.3065365e-07,4.9505377e-07,7.2790235e-06,6.1720148e-06,5.099734e-06,8.5162505e-08,2.7274504e-08,1.8700255e-09,2.6920745e-05,4.3218893e-06,1.2047321e-06,1.12721324e-07,4.895707e-08,1.2420294e-07,7.484355e-07,1.0587083e-06,1.1447444e-06,5.033624e-06,5.115777e-07,0.009620865,0.0022708834,0.00035032188,4.9088987e-05,7.967895e-06,2.6493988e-06,0.000420474,0.00045353264,8.4147025e-05,0.00010507992,0.029236648,0.024720738,0.014672641,0.03259676,0.0038551928,0.00032630924,0.068241574,0.09640028,0.02275015,0.0379409,0.040076178,0.027336003,0.087208495,0.028826969,0.003015495,0.11058968,0.1123453,0.028745353,0.00034628273,5.4076012e-05,3.0608635e-06,6.523695e-07,9.935511e-07,2.9302088e-05,2.4217108e-05,9.519538e-06,0.00018593109,9.960126e-06,2.387263e-06,5.121735e-06,4.504182e-05,9.0813075e-05,9.388909e-05,1.933177e-05,5.2130836e-06,1.3630739e-05,0.00015940517,0.0004750892,0.00022500558,0.00025700463,0.00014122299,0.011408515,0.008100378,0.0020777679,0.00033776343,0.020485379,0.011036736,0.0028646148,0.009378766,0.00899861,0.0044373358,0.0011972205,0.00041855982,0.0005808003
57,57,0.022804635,0.022076128,0.008156853,0.00054150255,1.6781567e-05,0.019439586,0.0013094068,0.016717743,0.000944448,0.00021981851,0.00010372476,0.0018675023,0.0012546239,0.00090904284,4.1248197e-05,1.9269211e-05,1.6376478e-05,3.879004e-06,0.0008740662,0.00010712802,0.05902075,1.8624855e-06,5.8456453e-07,3.2962035e-07,3.82318e-06,1.1097984e-06,2.178422e-06,2.9311184e-06,2.9151392e-06,5.117124e-07,7.8195706e-05,1.0573034e-05,0.0041070227,6.505901e-07,2.2418726e-07,1.0970221e-07,1.0322198e-06,4.258991e-07,6.235726e-07,5.4938067e-05,4.52893e-06,0.004583218,0.00017660706,0.026483977,2.128522e-05,3.6474535e-06,1.7990475e-06,5.024879e-05,1.345776e-05,1.5944706e-05,2.9780097e-06,0.0088029895,0.0013423398,0.046927657,0.0003055821,6.757427e-05,2.1881528e-05,0.00045272196,0.0006426722,0.00068877323,0.025819518,0.011778914,0.020724257,0.01606332,0.002837801,0.00061287056,0.027312906,0.017694239,0.0058798525,0.0013335076,0.38257685,8.312835e-06,4.5198126e-06,2.7126985e-06,1.712754e-05,8.732097e-06,1.3310591e-05,0.05444077,0.00032402165,0.00010276799,3.5673344e-05,0.0006316049,0.000775316,0.0007406497,0.02328514,0.0051173344,0.00090832793,0.042553376,0.022427572,0.008513378,0.00031897626,0.00013452815,0.0025692026,0.0019126826,0.0011940514,0.00027067523,0.0101069035,0.020011555,0.0028962893,0.0034627467,0.014796594,0.015991976,0.00089355465,0.0006813762,0.00088975107
58,58,0.00024664862,0.0001762073,0.011846583,0.04217438,0.0041798055,0.0002953845,0.0011959047,0.0003298409,0.00017675126,3.1352232e-05,0.003279153,9.680847e-05,5.707851e-05,1.6981012e-05,1.9882524e-05,1.8750434e-05,2.6661435e-05,1.8378372e-05,0.00016922757,0.00013993913,2.0382073e-05,9.885894e-06,7.745819e-06,1.502129e-05,1.2957859e-05,1.0413917e-05,7.6598135e-06,1.3026502e-05,1.4432449e-05,1.0629933e-05,7.231671e-05,4.9609676e-05,1.3275573e-05,7.3852357e-06,6.1718315e-06,1.0964519e-05,9.7382535e-06,7.837931e-06,6.688849e-06,0.00013118863,5.7364014e-05,0.0011028794,0.00018146745,2.4219551e-05,1.5097754e-05,8.347223e-06,1.0810106e-05,1.7250464e-05,9.320156e-06,6.6105304e-06,0.0029801216,0.00084339874,0.0004438545,9.0771064e-05,5.7213445e-05,1.0307995e-05,2.4770645e-05,4.3892593e-05,1.0153876e-05,5.689554e-06,0.00090550625,0.0003047709,8.802684e-05,0.0001577952,2.0013522e-05,4.879437e-05,6.344739e-05,2.7155878e-05,1.1037539e-05,0.001027005,0.00010355552,2.0011346e-05,1.3511022e-05,5.2152383e-05,3.3545377e-05,2.1781854e-05,1.0955445e-05,0.12083307,0.0022844896,0.00022677828,0.019568985,0.0048192753,0.001374956,4.31635e-05,0.003205569,0.000529931,0.7610726,0.0036971245,0.00564716,0.00016534714,2.802057e-05,0.00091764575,7.762891e-05,4.4457953e-05,1.450929e-05,0.00024684725,6.624001e-05,5.0323877e-05,2.6703827e-05,0.0005243948,0.00031390606,5.928075e-05,0.000158082,2.70863e-05,0.00019076551
